DSI,EIC,FLPDYR,MARS,XTOT,e00200,e00200p,e00200s,RECID
0,0,2019,2,2,76848,53793.6,23054.4,51237
0,1,2019,2,3,76848,53793.6,23054.4,51238
0,2,2019,2,4,76848,53793.6,23054.4,51239
0,3,2019,2,5,76848,53793.6,23054.4,51240
0,0,2019,1,1,76860,76860,0,51241
0,1,2019,1,2,76860,76860,0,51242
0,2,2019,1,3,76860,76860,0,51243
0,3,2019,1,4,76860,76860,0,51244
0,0,2019,2,2,76860,53802,23058,51245
0,1,2019,2,3,76860,53802,23058,51246
0,2,2019,2,4,76860,53802,23058,51247
0,3,2019,2,5,76860,53802,23058,51248
0,0,2019,1,1,76872,76872,0,51249
0,1,2019,1,2,76872,76872,0,51250
0,2,2019,1,3,76872,76872,0,51251
0,3,2019,1,4,76872,76872,0,51252
0,0,2019,2,2,76872,53810.4,23061.6,51253
0,1,2019,2,3,76872,53810.4,23061.6,51254
0,2,2019,2,4,76872,53810.4,23061.6,51255
0,3,2019,2,5,76872,53810.4,23061.6,51256
0,0,2019,1,1,76884,76884,0,51257
0,1,2019,1,2,76884,76884,0,51258
0,2,2019,1,3,76884,76884,0,51259
0,3,2019,1,4,76884,76884,0,51260
0,0,2019,2,2,76884,53818.8,23065.199999999997,51261
0,1,2019,2,3,76884,53818.8,23065.199999999997,51262
0,2,2019,2,4,76884,53818.8,23065.199999999997,51263
0,3,2019,2,5,76884,53818.8,23065.199999999997,51264
0,0,2019,1,1,76896,76896,0,51265
0,1,2019,1,2,76896,76896,0,51266
0,2,2019,1,3,76896,76896,0,51267
0,3,2019,1,4,76896,76896,0,51268
0,0,2019,2,2,76896,53827.2,23068.800000000003,51269
0,1,2019,2,3,76896,53827.2,23068.800000000003,51270
0,2,2019,2,4,76896,53827.2,23068.800000000003,51271
0,3,2019,2,5,76896,53827.2,23068.800000000003,51272
0,0,2019,1,1,76908,76908,0,51273
0,1,2019,1,2,76908,76908,0,51274
0,2,2019,1,3,76908,76908,0,51275
0,3,2019,1,4,76908,76908,0,51276
0,0,2019,2,2,76908,53835.6,23072.4,51277
0,1,2019,2,3,76908,53835.6,23072.4,51278
0,2,2019,2,4,76908,53835.6,23072.4,51279
0,3,2019,2,5,76908,53835.6,23072.4,51280
0,0,2019,1,1,76920,76920,0,51281
0,1,2019,1,2,76920,76920,0,51282
0,2,2019,1,3,76920,76920,0,51283
0,3,2019,1,4,76920,76920,0,51284
0,0,2019,2,2,76920,53844,23076,51285
0,1,2019,2,3,76920,53844,23076,51286
0,2,2019,2,4,76920,53844,23076,51287
0,3,2019,2,5,76920,53844,23076,51288
0,0,2019,1,1,76932,76932,0,51289
0,1,2019,1,2,76932,76932,0,51290
0,2,2019,1,3,76932,76932,0,51291
0,3,2019,1,4,76932,76932,0,51292
0,0,2019,2,2,76932,53852.4,23079.6,51293
0,1,2019,2,3,76932,53852.4,23079.6,51294
0,2,2019,2,4,76932,53852.4,23079.6,51295
0,3,2019,2,5,76932,53852.4,23079.6,51296
0,0,2019,1,1,76944,76944,0,51297
0,1,2019,1,2,76944,76944,0,51298
0,2,2019,1,3,76944,76944,0,51299
0,3,2019,1,4,76944,76944,0,51300
0,0,2019,2,2,76944,53860.8,23083.199999999997,51301
0,1,2019,2,3,76944,53860.8,23083.199999999997,51302
0,2,2019,2,4,76944,53860.8,23083.199999999997,51303
0,3,2019,2,5,76944,53860.8,23083.199999999997,51304
0,0,2019,1,1,76956,76956,0,51305
0,1,2019,1,2,76956,76956,0,51306
0,2,2019,1,3,76956,76956,0,51307
0,3,2019,1,4,76956,76956,0,51308
0,0,2019,2,2,76956,53869.2,23086.800000000003,51309
0,1,2019,2,3,76956,53869.2,23086.800000000003,51310
0,2,2019,2,4,76956,53869.2,23086.800000000003,51311
0,3,2019,2,5,76956,53869.2,23086.800000000003,51312
0,0,2019,1,1,76968,76968,0,51313
0,1,2019,1,2,76968,76968,0,51314
0,2,2019,1,3,76968,76968,0,51315
0,3,2019,1,4,76968,76968,0,51316
0,0,2019,2,2,76968,53877.6,23090.4,51317
0,1,2019,2,3,76968,53877.6,23090.4,51318
0,2,2019,2,4,76968,53877.6,23090.4,51319
0,3,2019,2,5,76968,53877.6,23090.4,51320
0,0,2019,1,1,76980,76980,0,51321
0,1,2019,1,2,76980,76980,0,51322
0,2,2019,1,3,76980,76980,0,51323
0,3,2019,1,4,76980,76980,0,51324
0,0,2019,2,2,76980,53886,23094,51325
0,1,2019,2,3,76980,53886,23094,51326
0,2,2019,2,4,76980,53886,23094,51327
0,3,2019,2,5,76980,53886,23094,51328
0,0,2019,1,1,76992,76992,0,51329
0,1,2019,1,2,76992,76992,0,51330
0,2,2019,1,3,76992,76992,0,51331
0,3,2019,1,4,76992,76992,0,51332
0,0,2019,2,2,76992,53894.4,23097.6,51333
0,1,2019,2,3,76992,53894.4,23097.6,51334
0,2,2019,2,4,76992,53894.4,23097.6,51335
0,3,2019,2,5,76992,53894.4,23097.6,51336
0,0,2019,1,1,77004,77004,0,51337
0,1,2019,1,2,77004,77004,0,51338
0,2,2019,1,3,77004,77004,0,51339
0,3,2019,1,4,77004,77004,0,51340
0,0,2019,2,2,77004,53902.8,23101.199999999997,51341
0,1,2019,2,3,77004,53902.8,23101.199999999997,51342
0,2,2019,2,4,77004,53902.8,23101.199999999997,51343
0,3,2019,2,5,77004,53902.8,23101.199999999997,51344
0,0,2019,1,1,77016,77016,0,51345
0,1,2019,1,2,77016,77016,0,51346
0,2,2019,1,3,77016,77016,0,51347
0,3,2019,1,4,77016,77016,0,51348
0,0,2019,2,2,77016,53911.2,23104.800000000003,51349
0,1,2019,2,3,77016,53911.2,23104.800000000003,51350
0,2,2019,2,4,77016,53911.2,23104.800000000003,51351
0,3,2019,2,5,77016,53911.2,23104.800000000003,51352
0,0,2019,1,1,77028,77028,0,51353
0,1,2019,1,2,77028,77028,0,51354
0,2,2019,1,3,77028,77028,0,51355
0,3,2019,1,4,77028,77028,0,51356
0,0,2019,2,2,77028,53919.6,23108.4,51357
0,1,2019,2,3,77028,53919.6,23108.4,51358
0,2,2019,2,4,77028,53919.6,23108.4,51359
0,3,2019,2,5,77028,53919.6,23108.4,51360
0,0,2019,1,1,77040,77040,0,51361
0,1,2019,1,2,77040,77040,0,51362
0,2,2019,1,3,77040,77040,0,51363
0,3,2019,1,4,77040,77040,0,51364
0,0,2019,2,2,77040,53928,23112,51365
0,1,2019,2,3,77040,53928,23112,51366
0,2,2019,2,4,77040,53928,23112,51367
0,3,2019,2,5,77040,53928,23112,51368
0,0,2019,1,1,77052,77052,0,51369
0,1,2019,1,2,77052,77052,0,51370
0,2,2019,1,3,77052,77052,0,51371
0,3,2019,1,4,77052,77052,0,51372
0,0,2019,2,2,77052,53936.4,23115.6,51373
0,1,2019,2,3,77052,53936.4,23115.6,51374
0,2,2019,2,4,77052,53936.4,23115.6,51375
0,3,2019,2,5,77052,53936.4,23115.6,51376
0,0,2019,1,1,77064,77064,0,51377
0,1,2019,1,2,77064,77064,0,51378
0,2,2019,1,3,77064,77064,0,51379
0,3,2019,1,4,77064,77064,0,51380
0,0,2019,2,2,77064,53944.8,23119.199999999997,51381
0,1,2019,2,3,77064,53944.8,23119.199999999997,51382
0,2,2019,2,4,77064,53944.8,23119.199999999997,51383
0,3,2019,2,5,77064,53944.8,23119.199999999997,51384
0,0,2019,1,1,77076,77076,0,51385
0,1,2019,1,2,77076,77076,0,51386
0,2,2019,1,3,77076,77076,0,51387
0,3,2019,1,4,77076,77076,0,51388
0,0,2019,2,2,77076,53953.2,23122.800000000003,51389
0,1,2019,2,3,77076,53953.2,23122.800000000003,51390
0,2,2019,2,4,77076,53953.2,23122.800000000003,51391
0,3,2019,2,5,77076,53953.2,23122.800000000003,51392
0,0,2019,1,1,77088,77088,0,51393
0,1,2019,1,2,77088,77088,0,51394
0,2,2019,1,3,77088,77088,0,51395
0,3,2019,1,4,77088,77088,0,51396
0,0,2019,2,2,77088,53961.6,23126.4,51397
0,1,2019,2,3,77088,53961.6,23126.4,51398
0,2,2019,2,4,77088,53961.6,23126.4,51399
0,3,2019,2,5,77088,53961.6,23126.4,51400
0,0,2019,1,1,77100,77100,0,51401
0,1,2019,1,2,77100,77100,0,51402
0,2,2019,1,3,77100,77100,0,51403
0,3,2019,1,4,77100,77100,0,51404
0,0,2019,2,2,77100,53970,23130,51405
0,1,2019,2,3,77100,53970,23130,51406
0,2,2019,2,4,77100,53970,23130,51407
0,3,2019,2,5,77100,53970,23130,51408
0,0,2019,1,1,77112,77112,0,51409
0,1,2019,1,2,77112,77112,0,51410
0,2,2019,1,3,77112,77112,0,51411
0,3,2019,1,4,77112,77112,0,51412
0,0,2019,2,2,77112,53978.4,23133.6,51413
0,1,2019,2,3,77112,53978.4,23133.6,51414
0,2,2019,2,4,77112,53978.4,23133.6,51415
0,3,2019,2,5,77112,53978.4,23133.6,51416
0,0,2019,1,1,77124,77124,0,51417
0,1,2019,1,2,77124,77124,0,51418
0,2,2019,1,3,77124,77124,0,51419
0,3,2019,1,4,77124,77124,0,51420
0,0,2019,2,2,77124,53986.8,23137.199999999997,51421
0,1,2019,2,3,77124,53986.8,23137.199999999997,51422
0,2,2019,2,4,77124,53986.8,23137.199999999997,51423
0,3,2019,2,5,77124,53986.8,23137.199999999997,51424
0,0,2019,1,1,77136,77136,0,51425
0,1,2019,1,2,77136,77136,0,51426
0,2,2019,1,3,77136,77136,0,51427
0,3,2019,1,4,77136,77136,0,51428
0,0,2019,2,2,77136,53995.2,23140.800000000003,51429
0,1,2019,2,3,77136,53995.2,23140.800000000003,51430
0,2,2019,2,4,77136,53995.2,23140.800000000003,51431
0,3,2019,2,5,77136,53995.2,23140.800000000003,51432
0,0,2019,1,1,77148,77148,0,51433
0,1,2019,1,2,77148,77148,0,51434
0,2,2019,1,3,77148,77148,0,51435
0,3,2019,1,4,77148,77148,0,51436
0,0,2019,2,2,77148,54003.6,23144.4,51437
0,1,2019,2,3,77148,54003.6,23144.4,51438
0,2,2019,2,4,77148,54003.6,23144.4,51439
0,3,2019,2,5,77148,54003.6,23144.4,51440
0,0,2019,1,1,77160,77160,0,51441
0,1,2019,1,2,77160,77160,0,51442
0,2,2019,1,3,77160,77160,0,51443
0,3,2019,1,4,77160,77160,0,51444
0,0,2019,2,2,77160,54012,23148,51445
0,1,2019,2,3,77160,54012,23148,51446
0,2,2019,2,4,77160,54012,23148,51447
0,3,2019,2,5,77160,54012,23148,51448
0,0,2019,1,1,77172,77172,0,51449
0,1,2019,1,2,77172,77172,0,51450
0,2,2019,1,3,77172,77172,0,51451
0,3,2019,1,4,77172,77172,0,51452
0,0,2019,2,2,77172,54020.4,23151.6,51453
0,1,2019,2,3,77172,54020.4,23151.6,51454
0,2,2019,2,4,77172,54020.4,23151.6,51455
0,3,2019,2,5,77172,54020.4,23151.6,51456
0,0,2019,1,1,77184,77184,0,51457
0,1,2019,1,2,77184,77184,0,51458
0,2,2019,1,3,77184,77184,0,51459
0,3,2019,1,4,77184,77184,0,51460
0,0,2019,2,2,77184,54028.8,23155.199999999997,51461
0,1,2019,2,3,77184,54028.8,23155.199999999997,51462
0,2,2019,2,4,77184,54028.8,23155.199999999997,51463
0,3,2019,2,5,77184,54028.8,23155.199999999997,51464
0,0,2019,1,1,77196,77196,0,51465
0,1,2019,1,2,77196,77196,0,51466
0,2,2019,1,3,77196,77196,0,51467
0,3,2019,1,4,77196,77196,0,51468
0,0,2019,2,2,77196,54037.2,23158.800000000003,51469
0,1,2019,2,3,77196,54037.2,23158.800000000003,51470
0,2,2019,2,4,77196,54037.2,23158.800000000003,51471
0,3,2019,2,5,77196,54037.2,23158.800000000003,51472
0,0,2019,1,1,77208,77208,0,51473
0,1,2019,1,2,77208,77208,0,51474
0,2,2019,1,3,77208,77208,0,51475
0,3,2019,1,4,77208,77208,0,51476
0,0,2019,2,2,77208,54045.6,23162.4,51477
0,1,2019,2,3,77208,54045.6,23162.4,51478
0,2,2019,2,4,77208,54045.6,23162.4,51479
0,3,2019,2,5,77208,54045.6,23162.4,51480
0,0,2019,1,1,77220,77220,0,51481
0,1,2019,1,2,77220,77220,0,51482
0,2,2019,1,3,77220,77220,0,51483
0,3,2019,1,4,77220,77220,0,51484
0,0,2019,2,2,77220,54054,23166,51485
0,1,2019,2,3,77220,54054,23166,51486
0,2,2019,2,4,77220,54054,23166,51487
0,3,2019,2,5,77220,54054,23166,51488
0,0,2019,1,1,77232,77232,0,51489
0,1,2019,1,2,77232,77232,0,51490
0,2,2019,1,3,77232,77232,0,51491
0,3,2019,1,4,77232,77232,0,51492
0,0,2019,2,2,77232,54062.4,23169.6,51493
0,1,2019,2,3,77232,54062.4,23169.6,51494
0,2,2019,2,4,77232,54062.4,23169.6,51495
0,3,2019,2,5,77232,54062.4,23169.6,51496
0,0,2019,1,1,77244,77244,0,51497
0,1,2019,1,2,77244,77244,0,51498
0,2,2019,1,3,77244,77244,0,51499
0,3,2019,1,4,77244,77244,0,51500
0,0,2019,2,2,77244,54070.8,23173.199999999997,51501
0,1,2019,2,3,77244,54070.8,23173.199999999997,51502
0,2,2019,2,4,77244,54070.8,23173.199999999997,51503
0,3,2019,2,5,77244,54070.8,23173.199999999997,51504
0,0,2019,1,1,77256,77256,0,51505
0,1,2019,1,2,77256,77256,0,51506
0,2,2019,1,3,77256,77256,0,51507
0,3,2019,1,4,77256,77256,0,51508
0,0,2019,2,2,77256,54079.2,23176.800000000003,51509
0,1,2019,2,3,77256,54079.2,23176.800000000003,51510
0,2,2019,2,4,77256,54079.2,23176.800000000003,51511
0,3,2019,2,5,77256,54079.2,23176.800000000003,51512
0,0,2019,1,1,77268,77268,0,51513
0,1,2019,1,2,77268,77268,0,51514
0,2,2019,1,3,77268,77268,0,51515
0,3,2019,1,4,77268,77268,0,51516
0,0,2019,2,2,77268,54087.6,23180.4,51517
0,1,2019,2,3,77268,54087.6,23180.4,51518
0,2,2019,2,4,77268,54087.6,23180.4,51519
0,3,2019,2,5,77268,54087.6,23180.4,51520
0,0,2019,1,1,77280,77280,0,51521
0,1,2019,1,2,77280,77280,0,51522
0,2,2019,1,3,77280,77280,0,51523
0,3,2019,1,4,77280,77280,0,51524
0,0,2019,2,2,77280,54096,23184,51525
0,1,2019,2,3,77280,54096,23184,51526
0,2,2019,2,4,77280,54096,23184,51527
0,3,2019,2,5,77280,54096,23184,51528
0,0,2019,1,1,77292,77292,0,51529
0,1,2019,1,2,77292,77292,0,51530
0,2,2019,1,3,77292,77292,0,51531
0,3,2019,1,4,77292,77292,0,51532
0,0,2019,2,2,77292,54104.4,23187.6,51533
0,1,2019,2,3,77292,54104.4,23187.6,51534
0,2,2019,2,4,77292,54104.4,23187.6,51535
0,3,2019,2,5,77292,54104.4,23187.6,51536
0,0,2019,1,1,77304,77304,0,51537
0,1,2019,1,2,77304,77304,0,51538
0,2,2019,1,3,77304,77304,0,51539
0,3,2019,1,4,77304,77304,0,51540
0,0,2019,2,2,77304,54112.8,23191.199999999997,51541
0,1,2019,2,3,77304,54112.8,23191.199999999997,51542
0,2,2019,2,4,77304,54112.8,23191.199999999997,51543
0,3,2019,2,5,77304,54112.8,23191.199999999997,51544
0,0,2019,1,1,77316,77316,0,51545
0,1,2019,1,2,77316,77316,0,51546
0,2,2019,1,3,77316,77316,0,51547
0,3,2019,1,4,77316,77316,0,51548
0,0,2019,2,2,77316,54121.2,23194.800000000003,51549
0,1,2019,2,3,77316,54121.2,23194.800000000003,51550
0,2,2019,2,4,77316,54121.2,23194.800000000003,51551
0,3,2019,2,5,77316,54121.2,23194.800000000003,51552
0,0,2019,1,1,77328,77328,0,51553
0,1,2019,1,2,77328,77328,0,51554
0,2,2019,1,3,77328,77328,0,51555
0,3,2019,1,4,77328,77328,0,51556
0,0,2019,2,2,77328,54129.6,23198.4,51557
0,1,2019,2,3,77328,54129.6,23198.4,51558
0,2,2019,2,4,77328,54129.6,23198.4,51559
0,3,2019,2,5,77328,54129.6,23198.4,51560
0,0,2019,1,1,77340,77340,0,51561
0,1,2019,1,2,77340,77340,0,51562
0,2,2019,1,3,77340,77340,0,51563
0,3,2019,1,4,77340,77340,0,51564
0,0,2019,2,2,77340,54138,23202,51565
0,1,2019,2,3,77340,54138,23202,51566
0,2,2019,2,4,77340,54138,23202,51567
0,3,2019,2,5,77340,54138,23202,51568
0,0,2019,1,1,77352,77352,0,51569
0,1,2019,1,2,77352,77352,0,51570
0,2,2019,1,3,77352,77352,0,51571
0,3,2019,1,4,77352,77352,0,51572
0,0,2019,2,2,77352,54146.4,23205.6,51573
0,1,2019,2,3,77352,54146.4,23205.6,51574
0,2,2019,2,4,77352,54146.4,23205.6,51575
0,3,2019,2,5,77352,54146.4,23205.6,51576
0,0,2019,1,1,77364,77364,0,51577
0,1,2019,1,2,77364,77364,0,51578
0,2,2019,1,3,77364,77364,0,51579
0,3,2019,1,4,77364,77364,0,51580
0,0,2019,2,2,77364,54154.8,23209.199999999997,51581
0,1,2019,2,3,77364,54154.8,23209.199999999997,51582
0,2,2019,2,4,77364,54154.8,23209.199999999997,51583
0,3,2019,2,5,77364,54154.8,23209.199999999997,51584
0,0,2019,1,1,77376,77376,0,51585
0,1,2019,1,2,77376,77376,0,51586
0,2,2019,1,3,77376,77376,0,51587
0,3,2019,1,4,77376,77376,0,51588
0,0,2019,2,2,77376,54163.2,23212.800000000003,51589
0,1,2019,2,3,77376,54163.2,23212.800000000003,51590
0,2,2019,2,4,77376,54163.2,23212.800000000003,51591
0,3,2019,2,5,77376,54163.2,23212.800000000003,51592
0,0,2019,1,1,77388,77388,0,51593
0,1,2019,1,2,77388,77388,0,51594
0,2,2019,1,3,77388,77388,0,51595
0,3,2019,1,4,77388,77388,0,51596
0,0,2019,2,2,77388,54171.6,23216.4,51597
0,1,2019,2,3,77388,54171.6,23216.4,51598
0,2,2019,2,4,77388,54171.6,23216.4,51599
0,3,2019,2,5,77388,54171.6,23216.4,51600
0,0,2019,1,1,77400,77400,0,51601
0,1,2019,1,2,77400,77400,0,51602
0,2,2019,1,3,77400,77400,0,51603
0,3,2019,1,4,77400,77400,0,51604
0,0,2019,2,2,77400,54180,23220,51605
0,1,2019,2,3,77400,54180,23220,51606
0,2,2019,2,4,77400,54180,23220,51607
0,3,2019,2,5,77400,54180,23220,51608
0,0,2019,1,1,77412,77412,0,51609
0,1,2019,1,2,77412,77412,0,51610
0,2,2019,1,3,77412,77412,0,51611
0,3,2019,1,4,77412,77412,0,51612
0,0,2019,2,2,77412,54188.4,23223.6,51613
0,1,2019,2,3,77412,54188.4,23223.6,51614
0,2,2019,2,4,77412,54188.4,23223.6,51615
0,3,2019,2,5,77412,54188.4,23223.6,51616
0,0,2019,1,1,77424,77424,0,51617
0,1,2019,1,2,77424,77424,0,51618
0,2,2019,1,3,77424,77424,0,51619
0,3,2019,1,4,77424,77424,0,51620
0,0,2019,2,2,77424,54196.8,23227.199999999997,51621
0,1,2019,2,3,77424,54196.8,23227.199999999997,51622
0,2,2019,2,4,77424,54196.8,23227.199999999997,51623
0,3,2019,2,5,77424,54196.8,23227.199999999997,51624
0,0,2019,1,1,77436,77436,0,51625
0,1,2019,1,2,77436,77436,0,51626
0,2,2019,1,3,77436,77436,0,51627
0,3,2019,1,4,77436,77436,0,51628
0,0,2019,2,2,77436,54205.2,23230.800000000003,51629
0,1,2019,2,3,77436,54205.2,23230.800000000003,51630
0,2,2019,2,4,77436,54205.2,23230.800000000003,51631
0,3,2019,2,5,77436,54205.2,23230.800000000003,51632
0,0,2019,1,1,77448,77448,0,51633
0,1,2019,1,2,77448,77448,0,51634
0,2,2019,1,3,77448,77448,0,51635
0,3,2019,1,4,77448,77448,0,51636
0,0,2019,2,2,77448,54213.6,23234.4,51637
0,1,2019,2,3,77448,54213.6,23234.4,51638
0,2,2019,2,4,77448,54213.6,23234.4,51639
0,3,2019,2,5,77448,54213.6,23234.4,51640
0,0,2019,1,1,77460,77460,0,51641
0,1,2019,1,2,77460,77460,0,51642
0,2,2019,1,3,77460,77460,0,51643
0,3,2019,1,4,77460,77460,0,51644
0,0,2019,2,2,77460,54222,23238,51645
0,1,2019,2,3,77460,54222,23238,51646
0,2,2019,2,4,77460,54222,23238,51647
0,3,2019,2,5,77460,54222,23238,51648
0,0,2019,1,1,77472,77472,0,51649
0,1,2019,1,2,77472,77472,0,51650
0,2,2019,1,3,77472,77472,0,51651
0,3,2019,1,4,77472,77472,0,51652
0,0,2019,2,2,77472,54230.4,23241.6,51653
0,1,2019,2,3,77472,54230.4,23241.6,51654
0,2,2019,2,4,77472,54230.4,23241.6,51655
0,3,2019,2,5,77472,54230.4,23241.6,51656
0,0,2019,1,1,77484,77484,0,51657
0,1,2019,1,2,77484,77484,0,51658
0,2,2019,1,3,77484,77484,0,51659
0,3,2019,1,4,77484,77484,0,51660
0,0,2019,2,2,77484,54238.8,23245.199999999997,51661
0,1,2019,2,3,77484,54238.8,23245.199999999997,51662
0,2,2019,2,4,77484,54238.8,23245.199999999997,51663
0,3,2019,2,5,77484,54238.8,23245.199999999997,51664
0,0,2019,1,1,77496,77496,0,51665
0,1,2019,1,2,77496,77496,0,51666
0,2,2019,1,3,77496,77496,0,51667
0,3,2019,1,4,77496,77496,0,51668
0,0,2019,2,2,77496,54247.2,23248.800000000003,51669
0,1,2019,2,3,77496,54247.2,23248.800000000003,51670
0,2,2019,2,4,77496,54247.2,23248.800000000003,51671
0,3,2019,2,5,77496,54247.2,23248.800000000003,51672
0,0,2019,1,1,77508,77508,0,51673
0,1,2019,1,2,77508,77508,0,51674
0,2,2019,1,3,77508,77508,0,51675
0,3,2019,1,4,77508,77508,0,51676
0,0,2019,2,2,77508,54255.6,23252.4,51677
0,1,2019,2,3,77508,54255.6,23252.4,51678
0,2,2019,2,4,77508,54255.6,23252.4,51679
0,3,2019,2,5,77508,54255.6,23252.4,51680
0,0,2019,1,1,77520,77520,0,51681
0,1,2019,1,2,77520,77520,0,51682
0,2,2019,1,3,77520,77520,0,51683
0,3,2019,1,4,77520,77520,0,51684
0,0,2019,2,2,77520,54264,23256,51685
0,1,2019,2,3,77520,54264,23256,51686
0,2,2019,2,4,77520,54264,23256,51687
0,3,2019,2,5,77520,54264,23256,51688
0,0,2019,1,1,77532,77532,0,51689
0,1,2019,1,2,77532,77532,0,51690
0,2,2019,1,3,77532,77532,0,51691
0,3,2019,1,4,77532,77532,0,51692
0,0,2019,2,2,77532,54272.4,23259.6,51693
0,1,2019,2,3,77532,54272.4,23259.6,51694
0,2,2019,2,4,77532,54272.4,23259.6,51695
0,3,2019,2,5,77532,54272.4,23259.6,51696
0,0,2019,1,1,77544,77544,0,51697
0,1,2019,1,2,77544,77544,0,51698
0,2,2019,1,3,77544,77544,0,51699
0,3,2019,1,4,77544,77544,0,51700
0,0,2019,2,2,77544,54280.8,23263.199999999997,51701
0,1,2019,2,3,77544,54280.8,23263.199999999997,51702
0,2,2019,2,4,77544,54280.8,23263.199999999997,51703
0,3,2019,2,5,77544,54280.8,23263.199999999997,51704
0,0,2019,1,1,77556,77556,0,51705
0,1,2019,1,2,77556,77556,0,51706
0,2,2019,1,3,77556,77556,0,51707
0,3,2019,1,4,77556,77556,0,51708
0,0,2019,2,2,77556,54289.2,23266.800000000003,51709
0,1,2019,2,3,77556,54289.2,23266.800000000003,51710
0,2,2019,2,4,77556,54289.2,23266.800000000003,51711
0,3,2019,2,5,77556,54289.2,23266.800000000003,51712
0,0,2019,1,1,77568,77568,0,51713
0,1,2019,1,2,77568,77568,0,51714
0,2,2019,1,3,77568,77568,0,51715
0,3,2019,1,4,77568,77568,0,51716
0,0,2019,2,2,77568,54297.6,23270.4,51717
0,1,2019,2,3,77568,54297.6,23270.4,51718
0,2,2019,2,4,77568,54297.6,23270.4,51719
0,3,2019,2,5,77568,54297.6,23270.4,51720
0,0,2019,1,1,77580,77580,0,51721
0,1,2019,1,2,77580,77580,0,51722
0,2,2019,1,3,77580,77580,0,51723
0,3,2019,1,4,77580,77580,0,51724
0,0,2019,2,2,77580,54306,23274,51725
0,1,2019,2,3,77580,54306,23274,51726
0,2,2019,2,4,77580,54306,23274,51727
0,3,2019,2,5,77580,54306,23274,51728
0,0,2019,1,1,77592,77592,0,51729
0,1,2019,1,2,77592,77592,0,51730
0,2,2019,1,3,77592,77592,0,51731
0,3,2019,1,4,77592,77592,0,51732
0,0,2019,2,2,77592,54314.4,23277.6,51733
0,1,2019,2,3,77592,54314.4,23277.6,51734
0,2,2019,2,4,77592,54314.4,23277.6,51735
0,3,2019,2,5,77592,54314.4,23277.6,51736
0,0,2019,1,1,77604,77604,0,51737
0,1,2019,1,2,77604,77604,0,51738
0,2,2019,1,3,77604,77604,0,51739
0,3,2019,1,4,77604,77604,0,51740
0,0,2019,2,2,77604,54322.8,23281.199999999997,51741
0,1,2019,2,3,77604,54322.8,23281.199999999997,51742
0,2,2019,2,4,77604,54322.8,23281.199999999997,51743
0,3,2019,2,5,77604,54322.8,23281.199999999997,51744
0,0,2019,1,1,77616,77616,0,51745
0,1,2019,1,2,77616,77616,0,51746
0,2,2019,1,3,77616,77616,0,51747
0,3,2019,1,4,77616,77616,0,51748
0,0,2019,2,2,77616,54331.2,23284.800000000003,51749
0,1,2019,2,3,77616,54331.2,23284.800000000003,51750
0,2,2019,2,4,77616,54331.2,23284.800000000003,51751
0,3,2019,2,5,77616,54331.2,23284.800000000003,51752
0,0,2019,1,1,77628,77628,0,51753
0,1,2019,1,2,77628,77628,0,51754
0,2,2019,1,3,77628,77628,0,51755
0,3,2019,1,4,77628,77628,0,51756
0,0,2019,2,2,77628,54339.6,23288.4,51757
0,1,2019,2,3,77628,54339.6,23288.4,51758
0,2,2019,2,4,77628,54339.6,23288.4,51759
0,3,2019,2,5,77628,54339.6,23288.4,51760
0,0,2019,1,1,77640,77640,0,51761
0,1,2019,1,2,77640,77640,0,51762
0,2,2019,1,3,77640,77640,0,51763
0,3,2019,1,4,77640,77640,0,51764
0,0,2019,2,2,77640,54348,23292,51765
0,1,2019,2,3,77640,54348,23292,51766
0,2,2019,2,4,77640,54348,23292,51767
0,3,2019,2,5,77640,54348,23292,51768
0,0,2019,1,1,77652,77652,0,51769
0,1,2019,1,2,77652,77652,0,51770
0,2,2019,1,3,77652,77652,0,51771
0,3,2019,1,4,77652,77652,0,51772
0,0,2019,2,2,77652,54356.4,23295.6,51773
0,1,2019,2,3,77652,54356.4,23295.6,51774
0,2,2019,2,4,77652,54356.4,23295.6,51775
0,3,2019,2,5,77652,54356.4,23295.6,51776
0,0,2019,1,1,77664,77664,0,51777
0,1,2019,1,2,77664,77664,0,51778
0,2,2019,1,3,77664,77664,0,51779
0,3,2019,1,4,77664,77664,0,51780
0,0,2019,2,2,77664,54364.8,23299.199999999997,51781
0,1,2019,2,3,77664,54364.8,23299.199999999997,51782
0,2,2019,2,4,77664,54364.8,23299.199999999997,51783
0,3,2019,2,5,77664,54364.8,23299.199999999997,51784
0,0,2019,1,1,77676,77676,0,51785
0,1,2019,1,2,77676,77676,0,51786
0,2,2019,1,3,77676,77676,0,51787
0,3,2019,1,4,77676,77676,0,51788
0,0,2019,2,2,77676,54373.2,23302.800000000003,51789
0,1,2019,2,3,77676,54373.2,23302.800000000003,51790
0,2,2019,2,4,77676,54373.2,23302.800000000003,51791
0,3,2019,2,5,77676,54373.2,23302.800000000003,51792
0,0,2019,1,1,77688,77688,0,51793
0,1,2019,1,2,77688,77688,0,51794
0,2,2019,1,3,77688,77688,0,51795
0,3,2019,1,4,77688,77688,0,51796
0,0,2019,2,2,77688,54381.6,23306.4,51797
0,1,2019,2,3,77688,54381.6,23306.4,51798
0,2,2019,2,4,77688,54381.6,23306.4,51799
0,3,2019,2,5,77688,54381.6,23306.4,51800
